id,statement,binary_label,subject,speaker
5136.json,Says a drug test can be performed for just $4 or $5.,True,"drugs,welfare",stacey-campfield
5347.json,"Oregon House Republicans jobs plan could generate more than 50,000 jobs over five years.",True,jobs,kevin-cameron
4303.json,"Says that before Rick Perry became governor, only 4 percent of our total labor force was a minimum wage job ... Today, that number has more than doubled (to) 9.5 percent.",True,"economy,jobs",mike-villarreal
13309.json,"When Hillary Clinton ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen they dont know.",False,"candidates-biography,corrections-and-updates,foreign-policy",donald-trump
10099.json,Prayer rugs have recently been found on the Texas side of the border in the brush.,False,"immigration,religion,terrorism",david-dewhurst
6179.json,"The transportation tax is regressive, and Emory University is literally getting its own transit line at virtually no cost to itself.",True,transportation,georgia-green-party
11746.json,We have cut our deficits by almost three-quarters.,True,"deficit,economy",barack-obama
4047.json,"Says that in 2009, Jon Huntsman said that the Recovery Act wasnt large enough and as governor he asked for $14.4 billion in federal stimulus funds. Now hes saying that he never supported it.",True,"economy,new-hampshire-2012,stimulus",richard-swett
11106.json,The United States isfighting with Iraqis to defeat ISIS along with Iran. But in Yemen were fighting Iran with Iraqis and Saudis.,True,"iraq,military",jon-stewart
5289.json,Gov. Romney cut off kosher meals for Jewish senior citizens who were on Medicaid to save $5 a day.,False,"medicaid,religion,retirement",newt-gingrich
2275.json,"Since February 2009, the private sector has lost millions of jobs while the federal government has grown by hundreds of thousands of workers.",True,"economy,government-efficiency,stimulus",john-boehner
5086.json,Oregons per capita income is 9 percent below the national average and getting worse. This is a state thats actually getting poorer.,True,"economy,income,jobs,poverty,workers",matt-wingard
1383.json,"Most of the people that work in finance make $70,000, $80,000 a year.",True,corporations,michael-bloomberg
9184.json,"A grant for $5,000 [from the Governors Workforce Board] went to teach an employee at a company that makes ornamental business card holders how to use Facebook and Twitter.",False,"economy,federal-budget,government-efficiency,small-business,state-budget,state-finances,taxes,workers",mike-stenhouse
3891.json,Assaults on Wisconsin law enforcement officers are up 224 percent statewide since 2005,True,"crime,state-budget",wisconsin-professional-police-association
7987.json,Were already seeing bakers and florists and photographers forced to participate in same-sex marriages under the threat of law and in some cases even jail.,True,gays-and-lesbians,tony-perkins
3475.json,Withheld union dues fund half of Dem (Democratic) campaigns in Florida.,False,labor,grover-norquist
2841.json,Eliminating earmarks does not reduce spending.,True,federal-budget,richard-lugar
12884.json,Half of all NC legislative candidates are unopposed because of gerrymandering.,True,"elections,legal-issues,redistricting,states",common-cause
7560.json,Rhode Island is the last state still using the Optech III P voting machines and they dont meet suggested federal standards.,True,elections,robert-kando
3909.json,"Obamacare cuts $500 billion in future Medicare funding in order to fund the new constitutionally questionable government mandate, even going so far as to scuttle Medicares most popular (and successful) part, Medicare Advantage.",True,"health-care,medicare",mike-haridopolos
7729.json,Broward County was one of three counties in the nation pivotal to an Obama victory in 2012.,False,elections,broward-democratic-executive-committee
13360.json,"Says an election clerk in Green Bay refused to allow early voting on the UW-Green Bay campus because she was afraid it would help Democrats, showing outrageous partisan bias.",True,"bipartisanship,city-government,education,elections",our-democracy-2020
1263.json,"The Baucus health care bill ""would drastically restrict the use of flexible spending accounts (FSAs) in order to help pay for health care reform.""",True,taxes,save-flexible-spending-plans
10074.json,Raising the minimum wage to $10.10 an hour will destroy between half a million and one million jobs.,True,"income,jobs,message-machine-2014",mitch-mcconnell
11216.json,"Zero Planned Parenthood facilities are licensed to do mammograms. Planned Parenthood, women dont need you!",True,abortion,alliance-defending-freedom
6375.json,"Under the Obama administrations bailout of General Motors, Ohio dealerships were forced to close.",True,"economy,jobs,message-machine-2012",mitt-romney
8313.json,"Says President Barack Obama has amended, delayed, or repealed 19 components of his very own (health care) law.",True,health-care,tom-graves
4987.json,"If Congress does not pass the renewal of the payroll tax cut before the end of the year, nearly 160 million working families will see their taxes go up by roughly $1,000.",True,"jobs,taxes",charlie-gonzalez
3378.json,"Secretly, unbeknownst to members of Congress, over $105 billion was hidden in the Obamacare legislation.",False,"federal-budget,health-care",michele-bachmann
5003.json,Says 77 percent of Portlands students finish elementary school without taking even one art class.,True,education,creative-advocacy-network
4246.json,The governments twice the size it was 10 years ago. Its 30 percent bigger than it was when (Barack) Obama became president.,True,"deficit,federal-budget,government-efficiency",tom-coburn
5073.json,President Barack Obama put in place historic fuel efficiency standards for cars and trucks to lower costs at the pump and reduce dependence on foreign oil.,True,"energy,message-machine-2012",barack-obama
9126.json,Charlie Crist signed into law an automatic 15 percent annual tuition increase that put college further out of reach for many Floridians.,True,"education,state-budget",rick-scott
6723.json,Says Romney and Ryan both backed proposals that would outlaw abortions even in cases of rape or incest.,True,"abortion,corrections-and-updates,message-machine-2012",barack-obama
7955.json,"Seventy-four percent of Rhode Islanders support [a] national popular vote [for president] because they, as I, believe in one person-one vote.",True,"elections,history,polls",raymond-gallison
5534.json,Says David Rivera allowed House Republican leaders to strip key provisions from the STOCK Act that would crack down on insider trading by members of Congress.,False,"candidates-biography,ethics",luis-garcia
12035.json,"When John Kasich became governor of Ohio, there was an $8 billion budget deficit and now theres a $2 billion surplus.",True,"economy,state-finances",arnold-schwarzenegger
8951.json,The medical marijuana ballot initiative doesnt require a physician writing a prescription and can be for conditions like having a back that needs to be scratched.,True,"florida-amendments,health-care,marijuana",don-gaetz
3894.json,We have the highest per-pupil cost in the country.,True,"education,taxes",steve-oroho
5508.json,"In Texas, there are 668 Democratic Hispanic elected officials to the 60 in the Republican Party.",True,"candidates-biography,diversity,elections,history",texas-democratic-party
10949.json,The United States still ranks 20th in the world in access to broadband -- over 50 percent below the best nations.,True,"economy,infrastructure,technology",russ-feingold
